object_class,filepath
bear,train/n02132136/n02132136_1393.jpg
bear,train/n02132136/n02132136_13975.jpg
bear,train/n02132136/n02132136_1403.jpg
bear,train/n02132136/n02132136_1405.jpg
bear,train/n02132136/n02132136_14056.jpg
bear,train/n02132136/n02132136_1412.jpg
bear,train/n02132136/n02132136_14166.jpg
bear,train/n02132136/n02132136_14194.jpg
bear,train/n02132136/n02132136_14208.jpg
bear,train/n02132136/n02132136_1421.jpg
bear,train/n02132136/n02132136_1427.jpg
bear,train/n02132136/n02132136_14294.jpg
bear,train/n02132136/n02132136_14346.jpg
bear,train/n02132136/n02132136_1438.jpg
bear,train/n02132136/n02132136_14385.jpg
bear,train/n02132136/n02132136_14549.jpg
bear,train/n02132136/n02132136_1455.jpg
bear,train/n02132136/n02132136_14583.jpg
bear,train/n02132136/n02132136_14588.jpg
bear,train/n02132136/n02132136_14595.jpg
bear,train/n02132136/n02132136_14614.jpg
bear,train/n02132136/n02132136_14625.jpg
bear,train/n02132136/n02132136_1467.jpg
bear,train/n02132136/n02132136_1468.jpg
bear,train/n02132136/n02132136_14776.jpg
bear,train/n02132136/n02132136_14778.jpg
bear,train/n02132136/n02132136_1481.jpg
bear,train/n02132136/n02132136_14825.jpg
bear,train/n02132136/n02132136_14829.jpg
bear,train/n02132136/n02132136_14832.jpg
bear,train/n02132136/n02132136_149.jpg
bear,train/n02132136/n02132136_14985.jpg
bear,train/n02132136/n02132136_1499.jpg
bear,train/n02132136/n02132136_15001.jpg
bear,train/n02132136/n02132136_15002.jpg
bear,train/n02132136/n02132136_15015.jpg
bear,train/n02132136/n02132136_15149.jpg
bear,train/n02132136/n02132136_1515.jpg
bear,train/n02132136/n02132136_1516.jpg
bear,train/n02132136/n02132136_15168.jpg
bear,train/n02132136/n02132136_15174.jpg
bear,train/n02132136/n02132136_152.jpg
bear,train/n02132136/n02132136_15262.jpg
bear,train/n02132136/n02132136_1528.jpg
bear,train/n02132136/n02132136_1532.jpg
bear,train/n02132136/n02132136_15407.jpg
bear,train/n02132136/n02132136_1543.jpg
bear,train/n02132136/n02132136_15450.jpg
bear,train/n02132136/n02132136_15462.jpg
bear,train/n02132136/n02132136_15525.jpg
bear,train/n02132136/n02132136_15568.jpg
bear,train/n02132136/n02132136_1558.jpg
bear,train/n02132136/n02132136_15581.jpg
bear,train/n02132136/n02132136_15646.jpg
bear,train/n02132136/n02132136_15681.jpg
bear,train/n02132136/n02132136_15687.jpg
bear,train/n02132136/n02132136_1574.jpg
bear,train/n02132136/n02132136_15806.jpg
bear,train/n02132136/n02132136_1584.jpg
bear,train/n02132136/n02132136_15870.jpg
bear,train/n02132136/n02132136_1591.jpg
bear,train/n02132136/n02132136_15950.jpg
bear,train/n02132136/n02132136_1596.jpg
bear,train/n02132136/n02132136_15989.jpg
bear,train/n02132136/n02132136_16.jpg
bear,train/n02132136/n02132136_16009.jpg
bear,train/n02132136/n02132136_16010.jpg
bear,train/n02132136/n02132136_1603.jpg
bear,train/n02132136/n02132136_16055.jpg
bison,train/n02410509/n02410509_10006.jpg
bison,train/n02410509/n02410509_10032.jpg
bison,train/n02410509/n02410509_10036.jpg
bison,train/n02410509/n02410509_1004.jpg
bison,train/n02410509/n02410509_1009.jpg
bison,train/n02410509/n02410509_101.jpg
bison,train/n02410509/n02410509_10108.jpg
bison,train/n02410509/n02410509_10115.jpg
bison,train/n02410509/n02410509_1012.jpg
bison,train/n02410509/n02410509_1013.jpg
bison,train/n02410509/n02410509_1015.jpg
bison,train/n02410509/n02410509_10155.jpg
bison,train/n02410509/n02410509_1017.jpg
bison,train/n02410509/n02410509_10176.jpg
bison,train/n02410509/n02410509_1019.jpg
bison,train/n02410509/n02410509_1020.jpg
bison,train/n02410509/n02410509_10204.jpg
bison,train/n02410509/n02410509_1022.jpg
bison,train/n02410509/n02410509_10259.jpg
bison,train/n02410509/n02410509_10264.jpg
bison,train/n02410509/n02410509_10301.jpg
bison,train/n02410509/n02410509_10325.jpg
bison,train/n02410509/n02410509_10337.jpg
bison,train/n02410509/n02410509_10340.jpg
bison,train/n02410509/n02410509_10346.jpg
bison,train/n02410509/n02410509_10369.jpg
bison,train/n02410509/n02410509_10370.jpg
bison,train/n02410509/n02410509_1038.jpg
bison,train/n02410509/n02410509_10381.jpg
bison,train/n02410509/n02410509_10385.jpg
bison,train/n02410509/n02410509_1039.jpg
bison,train/n02410509/n02410509_104.jpg
bison,train/n02410509/n02410509_1040.jpg
bison,train/n02410509/n02410509_10408.jpg
bison,train/n02410509/n02410509_1041.jpg
bison,train/n02410509/n02410509_1044.jpg
bison,train/n02410509/n02410509_10460.jpg
bison,train/n02410509/n02410509_10468.jpg
bison,train/n02410509/n02410509_10481.jpg
bison,train/n02410509/n02410509_10492.jpg
bison,train/n02410509/n02410509_105.jpg
bison,train/n02410509/n02410509_1050.jpg
bison,train/n02410509/n02410509_1063.jpg
bison,train/n02410509/n02410509_1064.jpg
bison,train/n02410509/n02410509_1073.jpg
bison,train/n02410509/n02410509_1075.jpg
bison,train/n02410509/n02410509_108.jpg
bison,train/n02410509/n02410509_1081.jpg
bison,train/n02410509/n02410509_1084.jpg
bison,train/n02410509/n02410509_1086.jpg
bison,train/n02410509/n02410509_1099.jpg
bison,train/n02410509/n02410509_1100.jpg
bison,train/n02410509/n02410509_1108.jpg
bison,train/n02410509/n02410509_1113.jpg
bison,train/n02410509/n02410509_1115.jpg
bison,train/n02410509/n02410509_1117.jpg
bison,train/n02410509/n02410509_112.jpg
bison,train/n02410509/n02410509_1121.jpg
bison,train/n02410509/n02410509_1125.jpg
bison,train/n02410509/n02410509_1127.jpg
bison,train/n02410509/n02410509_1131.jpg
bison,train/n02410509/n02410509_1134.jpg
bison,train/n02410509/n02410509_1135.jpg
bison,train/n02410509/n02410509_1139.jpg
bison,train/n02410509/n02410509_114.jpg
bison,train/n02410509/n02410509_1152.jpg
bison,train/n02410509/n02410509_1160.jpg
bison,train/n02410509/n02410509_1164.jpg
bison,train/n02410509/n02410509_1168.jpg
bison,train/n02410509/n02410509_1174.jpg
bison,train/n02410509/n02410509_11746.jpg
bison,train/n02410509/n02410509_11748.jpg
bison,train/n02410509/n02410509_1178.jpg
bison,train/n02410509/n02410509_1186.jpg
bison,train/n02410509/n02410509_11874.jpg
bison,train/n02410509/n02410509_11946.jpg
bison,train/n02410509/n02410509_1195.jpg
bison,train/n02410509/n02410509_1196.jpg
bison,train/n02410509/n02410509_1199.jpg
bison,train/n02410509/n02410509_1203.jpg
bison,train/n02410509/n02410509_1208.jpg
bison,train/n02410509/n02410509_1209.jpg
bison,train/n02410509/n02410509_121.jpg
bison,train/n02410509/n02410509_1211.jpg
bison,train/n02410509/n02410509_1212.jpg
bison,train/n02410509/n02410509_1214.jpg
bison,train/n02410509/n02410509_12157.jpg
bison,train/n02410509/n02410509_122.jpg
bison,train/n02410509/n02410509_1223.jpg
bison,train/n02410509/n02410509_12272.jpg
bison,train/n02410509/n02410509_123.jpg
bison,train/n02410509/n02410509_1231.jpg
bison,train/n02410509/n02410509_1232.jpg
bison,train/n02410509/n02410509_124.jpg
bison,train/n02410509/n02410509_1241.jpg
bison,train/n02410509/n02410509_1242.jpg
bison,train/n02410509/n02410509_1244.jpg
bison,train/n02410509/n02410509_1249.jpg
bison,train/n02410509/n02410509_125.jpg
bison,train/n02410509/n02410509_1250.jpg
bison,train/n02410509/n02410509_1271.jpg
bison,train/n02410509/n02410509_1273.jpg
bison,train/n02410509/n02410509_1274.jpg
bison,train/n02410509/n02410509_1275.jpg
bison,train/n02410509/n02410509_1278.jpg
bison,train/n02410509/n02410509_12813.jpg
bison,train/n02410509/n02410509_1282.jpg
bison,train/n02410509/n02410509_129.jpg
bison,train/n02410509/n02410509_1292.jpg
bison,train/n02410509/n02410509_12948.jpg
bison,train/n02410509/n02410509_1299.jpg
bison,train/n02410509/n02410509_1301.jpg
bison,train/n02410509/n02410509_1306.jpg
bison,train/n02410509/n02410509_1307.jpg
bison,train/n02410509/n02410509_13096.jpg
bison,train/n02410509/n02410509_131.jpg
bison,train/n02410509/n02410509_1310.jpg
bison,train/n02410509/n02410509_1316.jpg
bison,train/n02410509/n02410509_13165.jpg
bison,train/n02410509/n02410509_1317.jpg
bison,train/n02410509/n02410509_1318.jpg
bison,train/n02410509/n02410509_1319.jpg
bison,train/n02410509/n02410509_1323.jpg
bison,train/n02410509/n02410509_13234.jpg
bison,train/n02410509/n02410509_133.jpg
bison,train/n02410509/n02410509_1332.jpg
bison,train/n02410509/n02410509_1336.jpg
bison,train/n02410509/n02410509_1342.jpg
bison,train/n02410509/n02410509_1348.jpg
bison,train/n02410509/n02410509_1353.jpg
bison,train/n02410509/n02410509_1354.jpg
bison,train/n02410509/n02410509_1359.jpg
bison,train/n02410509/n02410509_1360.jpg
bison,train/n02410509/n02410509_13602.jpg
bison,train/n02410509/n02410509_13609.jpg
bison,train/n02410509/n02410509_1363.jpg
bison,train/n02410509/n02410509_1364.jpg
bison,train/n02410509/n02410509_1365.jpg
bison,train/n02410509/n02410509_1366.jpg
bison,train/n02410509/n02410509_1371.jpg
bison,train/n02410509/n02410509_1376.jpg
bison,train/n02410509/n02410509_1380.jpg
bison,train/n02410509/n02410509_1381.jpg
bison,train/n02410509/n02410509_1388.jpg
bison,train/n02410509/n02410509_1390.jpg
bison,train/n02410509/n02410509_1391.jpg
bison,train/n02410509/n02410509_1393.jpg
bison,train/n02410509/n02410509_13955.jpg
bison,train/n02410509/n02410509_1397.jpg
bison,train/n02410509/n02410509_1399.jpg
bison,train/n02410509/n02410509_1400.jpg
bison,train/n02410509/n02410509_141.jpg
bison,train/n02410509/n02410509_1411.jpg
bison,train/n02410509/n02410509_14115.jpg
bison,train/n02410509/n02410509_1412.jpg
bison,train/n02410509/n02410509_1414.jpg
bison,train/n02410509/n02410509_1420.jpg
bison,train/n02410509/n02410509_1427.jpg
bison,train/n02410509/n02410509_14277.jpg
bison,train/n02410509/n02410509_1428.jpg
bison,train/n02410509/n02410509_14315.jpg
bison,train/n02410509/n02410509_144.jpg
bison,train/n02410509/n02410509_1446.jpg
bison,train/n02410509/n02410509_1460.jpg
bison,train/n02410509/n02410509_1461.jpg
bison,train/n02410509/n02410509_1464.jpg
bison,train/n02410509/n02410509_14658.jpg
bison,train/n02410509/n02410509_1467.jpg
bison,train/n02410509/n02410509_147.jpg
bison,train/n02410509/n02410509_14715.jpg
bison,train/n02410509/n02410509_1472.jpg
bison,train/n02410509/n02410509_1481.jpg
bison,train/n02410509/n02410509_14894.jpg
bison,train/n02410509/n02410509_1493.jpg
bison,train/n02410509/n02410509_15.jpg
bison,train/n02410509/n02410509_1509.jpg
bison,train/n02410509/n02410509_151.jpg
bison,train/n02410509/n02410509_1520.jpg
bison,train/n02410509/n02410509_1521.jpg
bison,train/n02410509/n02410509_1522.jpg
bison,train/n02410509/n02410509_1528.jpg
bison,train/n02410509/n02410509_153.jpg
bison,train/n02410509/n02410509_1537.jpg
bison,train/n02410509/n02410509_1538.jpg
bison,train/n02410509/n02410509_1540.jpg
bison,train/n02410509/n02410509_15403.jpg
bison,train/n02410509/n02410509_1542.jpg
bison,train/n02410509/n02410509_15499.jpg
bison,train/n02410509/n02410509_1552.jpg
bison,train/n02410509/n02410509_1558.jpg
bison,train/n02410509/n02410509_1560.jpg
bison,train/n02410509/n02410509_1562.jpg
bison,train/n02410509/n02410509_1565.jpg
bison,train/n02410509/n02410509_1566.jpg
bison,train/n02410509/n02410509_1570.jpg
bison,train/n02410509/n02410509_1576.jpg
bison,train/n02410509/n02410509_1584.jpg
bison,train/n02410509/n02410509_1586.jpg
bison,train/n02410509/n02410509_1587.jpg
bison,train/n02410509/n02410509_1588.jpg
bison,train/n02410509/n02410509_159.jpg
bison,train/n02410509/n02410509_1596.jpg
bison,train/n02410509/n02410509_1598.jpg
bison,train/n02410509/n02410509_1599.jpg
bison,train/n02410509/n02410509_16057.jpg
bison,train/n02410509/n02410509_1606.jpg
bison,train/n02410509/n02410509_1611.jpg
bison,train/n02410509/n02410509_16148.jpg
bison,train/n02410509/n02410509_1617.jpg
bison,train/n02410509/n02410509_1619.jpg
bison,train/n02410509/n02410509_1623.jpg
bison,train/n02410509/n02410509_1624.jpg
bison,train/n02410509/n02410509_1627.jpg
bison,train/n02410509/n02410509_1628.jpg
bison,train/n02410509/n02410509_1629.jpg
bison,train/n02410509/n02410509_163.jpg
bison,train/n02410509/n02410509_1632.jpg
bison,train/n02410509/n02410509_16492.jpg
bison,train/n02410509/n02410509_1654.jpg
bison,train/n02410509/n02410509_16543.jpg
bison,train/n02410509/n02410509_1658.jpg
bison,train/n02410509/n02410509_166.jpg
bison,train/n02410509/n02410509_1663.jpg
bison,train/n02410509/n02410509_16676.jpg
bison,train/n02410509/n02410509_1673.jpg
bison,train/n02410509/n02410509_1675.jpg
bison,train/n02410509/n02410509_16756.jpg
bison,train/n02410509/n02410509_1678.jpg
bison,train/n02410509/n02410509_1679.jpg
bison,train/n02410509/n02410509_1688.jpg
bison,train/n02410509/n02410509_1690.jpg
bison,train/n02410509/n02410509_1693.jpg
bison,train/n02410509/n02410509_1697.jpg
bison,train/n02410509/n02410509_17.jpg
bison,train/n02410509/n02410509_171.jpg
bison,train/n02410509/n02410509_1717.jpg
bison,train/n02410509/n02410509_172.jpg
bison,train/n02410509/n02410509_1726.jpg
bison,train/n02410509/n02410509_1729.jpg
bison,train/n02410509/n02410509_173.jpg
bison,train/n02410509/n02410509_1736.jpg
bison,train/n02410509/n02410509_17404.jpg
bison,train/n02410509/n02410509_17429.jpg
bison,train/n02410509/n02410509_1743.jpg
bison,train/n02410509/n02410509_1745.jpg
bison,train/n02410509/n02410509_1749.jpg
bison,train/n02410509/n02410509_1750.jpg
bison,train/n02410509/n02410509_1751.jpg
bison,train/n02410509/n02410509_1752.jpg
bison,train/n02410509/n02410509_1755.jpg
bison,train/n02410509/n02410509_176.jpg
bison,train/n02410509/n02410509_1768.jpg
bison,train/n02410509/n02410509_1773.jpg
bison,train/n02410509/n02410509_1775.jpg
bison,train/n02410509/n02410509_178.jpg
bison,train/n02410509/n02410509_1784.jpg
elephant,train/n02504458/n02504458_1000.jpg
elephant,train/n02504458/n02504458_10013.jpg
elephant,train/n02504458/n02504458_10050.jpg
elephant,train/n02504458/n02504458_10058.jpg
elephant,train/n02504458/n02504458_10086.jpg
elephant,train/n02504458/n02504458_10088.jpg
elephant,train/n02504458/n02504458_10100.jpg
elephant,train/n02504458/n02504458_10101.jpg
elephant,train/n02504458/n02504458_10112.jpg
elephant,train/n02504458/n02504458_10123.jpg
elephant,train/n02504458/n02504458_10160.jpg
elephant,train/n02504458/n02504458_1018.jpg
elephant,train/n02504458/n02504458_10188.jpg
elephant,train/n02504458/n02504458_1019.jpg
elephant,train/n02504458/n02504458_1022.jpg
elephant,train/n02504458/n02504458_1024.jpg
elephant,train/n02504458/n02504458_10243.jpg
elephant,train/n02504458/n02504458_10264.jpg
elephant,train/n02504458/n02504458_10284.jpg
elephant,train/n02504458/n02504458_10326.jpg
elephant,train/n02504458/n02504458_10332.jpg
elephant,train/n02504458/n02504458_10336.jpg
elephant,train/n02504458/n02504458_10344.jpg
elephant,train/n02504458/n02504458_1041.jpg
elephant,train/n02504458/n02504458_10428.jpg
elephant,train/n02504458/n02504458_10432.jpg
elephant,train/n02504458/n02504458_10439.jpg
elephant,train/n02504458/n02504458_10444.jpg
elephant,train/n02504458/n02504458_1051.jpg
elephant,train/n02504458/n02504458_10515.jpg
elephant,train/n02504458/n02504458_10554.jpg
elephant,train/n02504458/n02504458_1056.jpg
elephant,train/n02504458/n02504458_10591.jpg
elephant,train/n02504458/n02504458_1060.jpg
elephant,train/n02504458/n02504458_10603.jpg
elephant,train/n02504458/n02504458_10661.jpg
elephant,train/n02504458/n02504458_1067.jpg
elephant,train/n02504458/n02504458_1076.jpg
elephant,train/n02504458/n02504458_10811.jpg
elephant,train/n02504458/n02504458_10829.jpg
elephant,train/n02504458/n02504458_1085.jpg
elephant,train/n02504458/n02504458_10878.jpg
elephant,train/n02504458/n02504458_1092.jpg
elephant,train/n02504458/n02504458_10955.jpg
elephant,train/n02504458/n02504458_10997.jpg
elephant,train/n02504458/n02504458_11.jpg
elephant,train/n02504458/n02504458_1106.jpg
elephant,train/n02504458/n02504458_11077.jpg
elephant,train/n02504458/n02504458_11119.jpg
elephant,train/n02504458/n02504458_11130.jpg
elephant,train/n02504458/n02504458_11158.jpg
elephant,train/n02504458/n02504458_1117.jpg
elephant,train/n02504458/n02504458_11186.jpg
elephant,train/n02504458/n02504458_11214.jpg
elephant,train/n02504458/n02504458_11216.jpg
elephant,train/n02504458/n02504458_11258.jpg
elephant,train/n02504458/n02504458_11260.jpg
elephant,train/n02504458/n02504458_11265.jpg
elephant,train/n02504458/n02504458_1127.jpg
elephant,train/n02504458/n02504458_11270.jpg
elephant,train/n02504458/n02504458_11289.jpg
elephant,train/n02504458/n02504458_113.jpg
elephant,train/n02504458/n02504458_1131.jpg
elephant,train/n02504458/n02504458_11324.jpg
elephant,train/n02504458/n02504458_11345.jpg
elephant,train/n02504458/n02504458_11353.jpg
elephant,train/n02504458/n02504458_11363.jpg
elephant,train/n02504458/n02504458_1137.jpg
elephant,train/n02504458/n02504458_1138.jpg
elephant,train/n02504458/n02504458_11382.jpg
elephant,train/n02504458/n02504458_11383.jpg
elephant,train/n02504458/n02504458_1140.jpg
elephant,train/n02504458/n02504458_11484.jpg
elephant,train/n02504458/n02504458_11511.jpg
elephant,train/n02504458/n02504458_1153.jpg
elephant,train/n02504458/n02504458_1157.jpg
elephant,train/n02504458/n02504458_11596.jpg
elephant,train/n02504458/n02504458_11618.jpg
elephant,train/n02504458/n02504458_11683.jpg
elephant,train/n02504458/n02504458_1169.jpg
elephant,train/n02504458/n02504458_11693.jpg
elephant,train/n02504458/n02504458_117.jpg
elephant,train/n02504458/n02504458_11700.jpg
elephant,train/n02504458/n02504458_11734.jpg
elephant,train/n02504458/n02504458_11740.jpg
elephant,train/n02504458/n02504458_11772.jpg
elephant,train/n02504458/n02504458_11777.jpg
elephant,train/n02504458/n02504458_11785.jpg
elephant,train/n02504458/n02504458_1179.jpg
elephant,train/n02504458/n02504458_11860.jpg
elephant,train/n02504458/n02504458_11869.jpg
elephant,train/n02504458/n02504458_11884.jpg
elephant,train/n02504458/n02504458_1190.jpg
elephant,train/n02504458/n02504458_11933.jpg
elephant,train/n02504458/n02504458_11949.jpg
elephant,train/n02504458/n02504458_11961.jpg
elephant,train/n02504458/n02504458_1197.jpg
elephant,train/n02504458/n02504458_12000.jpg
elephant,train/n02504458/n02504458_12018.jpg
elephant,train/n02504458/n02504458_1204.jpg
elephant,train/n02504458/n02504458_12074.jpg
elephant,train/n02504458/n02504458_12090.jpg
elephant,train/n02504458/n02504458_12092.jpg
elephant,train/n02504458/n02504458_12095.jpg
elephant,train/n02504458/n02504458_1210.jpg
elephant,train/n02504458/n02504458_12101.jpg
elephant,train/n02504458/n02504458_1211.jpg
elephant,train/n02504458/n02504458_12145.jpg
elephant,train/n02504458/n02504458_12165.jpg
elephant,train/n02504458/n02504458_12166.jpg
elephant,train/n02504458/n02504458_12175.jpg
elephant,train/n02504458/n02504458_1218.jpg
elephant,train/n02504458/n02504458_12191.jpg
elephant,train/n02504458/n02504458_12217.jpg
elephant,train/n02504458/n02504458_1223.jpg
elephant,train/n02504458/n02504458_12234.jpg
elephant,train/n02504458/n02504458_12239.jpg
elephant,train/n02504458/n02504458_12303.jpg
elephant,train/n02504458/n02504458_1231.jpg
elephant,train/n02504458/n02504458_1233.jpg
